QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	37.659984	-121.8874624	0.160000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659946	-121.887413	0.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659889	-121.887390	0.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659851	-121.887390	0.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659798	-121.887375	0.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659790	-121.887314	0.000000	0
6	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659794	-121.887222	0.000000	1
7	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659794	-121.887131	0.000000	1
8	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659771	-121.887054	1000.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659729	-121.887032	1000.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659683	-121.887016	2000.000000	1
11	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659760	-121.886925	0.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659767	-121.886833	0.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659752	-121.886696	0.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659725	-121.886566	0.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659687	-121.886543	0.000000	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659653	-121.886543	1000.000000	1
17	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659611	-121.886559	1000.000000	1
18	0	3	16	0.000000	0.000000	0.000000	0.000000	37.659531	-121.886604	2000.000000	1
